#
# Mean: -2.74465412e-03
# Block size    # of blocks         Mean                Error
      1            10000       -2.74465412e-03       1.485933e-05
      2             5000       -2.74465412e-03       1.836787e-05
      5             2000       -2.74465412e-03       2.280614e-05
     10             1000       -2.74465412e-03       2.586312e-05
     20              500       -2.74465412e-03       2.913050e-05
     50              200       -2.74465412e-03       3.045897e-05
    100              100       -2.74465412e-03       3.107361e-05
    200               50       -2.74465412e-03       3.318932e-05
    300               33       -2.74252382e-03       2.426173e-05
    400               25       -2.74465412e-03       3.068857e-05
    500               20       -2.74465412e-03       2.310071e-05
   1000               10       -2.74465412e-03       2.939851e-05
# Stocahstic error estimate: 3.045897e-05
#
