#
# Mean: -8.34962539e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.34962539e-03       7.051600e-06
      2              500       -8.34962539e-03       8.427550e-06
      5              200       -8.34962539e-03       9.972836e-06
     10              100       -8.34962539e-03       1.039106e-05
     20               50       -8.34962539e-03       1.145711e-05
     50               20       -8.34962539e-03       1.281501e-05
    100               10       -8.34962539e-03       1.526738e-05
    200                5       -8.34962539e-03       1.542269e-05
    300                3       -8.35084353e-03       1.111184e-05
    400                2       -8.35583836e-03       1.642653e-05
# Stocahstic error estimate: 1.039106e-05
#
