#
# Mean: -2.40419997e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.40419997e-02       2.079952e-07
      2              500       -2.40419997e-02       2.868868e-07
      5              200       -2.40419997e-02       4.308524e-07
     10              100       -2.40419997e-02       5.818430e-07
     20               50       -2.40419997e-02       7.520222e-07
     50               20       -2.40419997e-02       1.092477e-06
    100               10       -2.40419997e-02       1.326132e-06
    200                5       -2.40419997e-02       1.947636e-06
    300                3       -2.40416006e-02       2.884461e-06
    400                2       -2.40407260e-02       2.735394e-06
# Stocahstic error estimate: 2.884461e-06
#
