#
# Mean: -7.26735922e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.26735922e-03       1.461119e-07
      2              500       -7.26735922e-03       1.958343e-07
      5              200       -7.26735922e-03       2.838945e-07
     10              100       -7.26735922e-03       3.623745e-07
     20               50       -7.26735922e-03       4.349380e-07
     50               20       -7.26735922e-03       5.132337e-07
    100               10       -7.26735922e-03       5.530385e-07
    200                5       -7.26735922e-03       5.990806e-07
    300                3       -7.26708333e-03       6.164897e-07
    400                2       -7.26696651e-03       1.113403e-06
# Stocahstic error estimate: 6.164897e-07
#
