#
# Mean: -8.47841438e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.47841438e-02       5.472390e-07
      2              500       -8.47841438e-02       7.279393e-07
      5              200       -8.47841438e-02       1.050361e-06
     10              100       -8.47841438e-02       1.285288e-06
     20               50       -8.47841438e-02       1.566433e-06
     50               20       -8.47841438e-02       1.939135e-06
    100               10       -8.47841438e-02       2.336914e-06
    200                5       -8.47841438e-02       2.322519e-06
    300                3       -8.47847758e-02       3.929076e-06
    400                2       -8.47849849e-02       3.440315e-07
# Stocahstic error estimate: 2.336914e-06
#
