#
# Mean: -1.96529713e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.96529713e-02       1.051266e-07
      2              500       -1.96529713e-02       1.426194e-07
      5              200       -1.96529713e-02       2.101720e-07
     10              100       -1.96529713e-02       2.717788e-07
     20               50       -1.96529713e-02       3.422067e-07
     50               20       -1.96529713e-02       3.951874e-07
    100               10       -1.96529713e-02       3.223835e-07
    200                5       -1.96529713e-02       1.774741e-07
    300                3       -1.96529758e-02       2.018272e-07
    400                2       -1.96529713e-02       3.632240e-07
# Stocahstic error estimate: 3.951874e-07
#
