#
# Mean: -2.44163855e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.44163855e-02       6.753305e-08
      2              500       -2.44163855e-02       8.959822e-08
      5              200       -2.44163855e-02       1.273296e-07
     10              100       -2.44163855e-02       1.560683e-07
     20               50       -2.44163855e-02       1.817563e-07
     50               20       -2.44163855e-02       2.338118e-07
    100               10       -2.44163855e-02       1.852693e-07
    200                5       -2.44163855e-02       2.189565e-07
    300                3       -2.44163406e-02       8.786040e-08
    400                2       -2.44162235e-02       3.691643e-08
# Stocahstic error estimate: 2.338118e-07
#
