#
# Mean: -4.62565705e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.62565705e-02       2.405014e-07
      2              500       -4.62565705e-02       3.231759e-07
      5              200       -4.62565705e-02       4.647986e-07
     10              100       -4.62565705e-02       6.017045e-07
     20               50       -4.62565705e-02       7.118848e-07
     50               20       -4.62565705e-02       8.060805e-07
    100               10       -4.62565705e-02       1.078087e-06
    200                5       -4.62565705e-02       7.751561e-07
    300                3       -4.62567028e-02       5.636954e-07
    400                2       -4.62571441e-02       8.606529e-07
# Stocahstic error estimate: 1.078087e-06
#
