#
# Mean: -3.17464238e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.17464238e-02       1.970375e-07
      2              500       -3.17464238e-02       2.687605e-07
      5              200       -3.17464238e-02       3.990410e-07
     10              100       -3.17464238e-02       5.142926e-07
     20               50       -3.17464238e-02       5.961356e-07
     50               20       -3.17464238e-02       6.656343e-07
    100               10       -3.17464238e-02       5.596664e-07
    200                5       -3.17464238e-02       6.410929e-07
    300                3       -3.17463733e-02       8.773559e-07
    400                2       -3.17464195e-02       1.170822e-06
# Stocahstic error estimate: 6.656343e-07
#
