#
# Mean: -8.44751434e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.44751434e-02       1.171780e-06
      2              500       -8.44751434e-02       1.530891e-06
      5              200       -8.44751434e-02       2.204676e-06
     10              100       -8.44751434e-02       2.763421e-06
     20               50       -8.44751434e-02       3.252420e-06
     50               20       -8.44751434e-02       3.260010e-06
    100               10       -8.44751434e-02       4.128510e-06
    200                5       -8.44751434e-02       4.913958e-06
    300                3       -8.44749495e-02       9.140687e-06
    400                2       -8.44765730e-02       5.092890e-06
# Stocahstic error estimate: 3.260010e-06
#
