#
# Mean: 5.69155796e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69155796e-01       2.104796e-05
      2              500       5.69155796e-01       2.578773e-05
      5              200       5.69155796e-01       3.193990e-05
     10              100       5.69155796e-01       3.734718e-05
     20               50       5.69155796e-01       4.318834e-05
     50               20       5.69155796e-01       4.521655e-05
    100               10       5.69155796e-01       3.475369e-05
    200                5       5.69155796e-01       2.932738e-05
    300                3       5.69148564e-01       3.132324e-05
    400                2       5.69148337e-01       4.470810e-05
# Stocahstic error estimate: 4.521655e-05
#
