#
# Mean: -1.97952012e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97952012e-02       5.083815e-08
      2              500       -1.97952012e-02       6.813869e-08
      5              200       -1.97952012e-02       9.751611e-08
     10              100       -1.97952012e-02       1.229479e-07
     20               50       -1.97952012e-02       1.445585e-07
     50               20       -1.97952012e-02       1.695559e-07
    100               10       -1.97952012e-02       1.725926e-07
    200                5       -1.97952012e-02       1.985412e-07
    300                3       -1.97951574e-02       3.940468e-07
    400                2       -1.97952487e-02       1.449713e-07
# Stocahstic error estimate: 1.725926e-07
#
