#
# Mean: -2.44191119e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.44191119e-02       6.384906e-08
      2              500       -2.44191119e-02       8.540943e-08
      5              200       -2.44191119e-02       1.229541e-07
     10              100       -2.44191119e-02       1.562411e-07
     20               50       -2.44191119e-02       1.936668e-07
     50               20       -2.44191119e-02       2.313379e-07
    100               10       -2.44191119e-02       2.385930e-07
    200                5       -2.44191119e-02       2.620649e-07
    300                3       -2.44189863e-02       2.640918e-07
    400                2       -2.44189849e-02       2.416561e-07
# Stocahstic error estimate: 2.385930e-07
#
