#
# Mean: -3.16885997e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.16885997e-02       2.259644e-07
      2              500       -3.16885997e-02       3.082801e-07
      5              200       -3.16885997e-02       4.575935e-07
     10              100       -3.16885997e-02       6.150590e-07
     20               50       -3.16885997e-02       8.102002e-07
     50               20       -3.16885997e-02       1.083180e-06
    100               10       -3.16885997e-02       1.421650e-06
    200                5       -3.16885997e-02       1.845154e-06
    300                3       -3.16887408e-02       1.678396e-06
    400                2       -3.16887149e-02       4.108508e-06
# Stocahstic error estimate: 1.845154e-06
#
