#
# Mean: -3.76602944e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.76602944e-02       2.442414e-07
      2              500       -3.76602944e-02       3.231670e-07
      5              200       -3.76602944e-02       4.650773e-07
     10              100       -3.76602944e-02       5.828333e-07
     20               50       -3.76602944e-02       6.820384e-07
     50               20       -3.76602944e-02       7.487917e-07
    100               10       -3.76602944e-02       8.405374e-07
    200                5       -3.76602944e-02       7.916541e-07
    300                3       -3.76602758e-02       1.316894e-06
    400                2       -3.76606244e-02       1.185024e-06
# Stocahstic error estimate: 8.405374e-07
#
