#
# Mean: -1.96580399e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.96580399e-02       1.142746e-07
      2              500       -1.96580399e-02       1.558790e-07
      5              200       -1.96580399e-02       2.327992e-07
     10              100       -1.96580399e-02       3.101311e-07
     20               50       -1.96580399e-02       4.095986e-07
     50               20       -1.96580399e-02       5.757367e-07
    100               10       -1.96580399e-02       7.050023e-07
    200                5       -1.96580399e-02       9.458900e-07
    300                3       -1.96583485e-02       9.179340e-07
    400                2       -1.96585387e-02       1.316253e-07
# Stocahstic error estimate: 9.458900e-07
#
