#
# Mean: -3.21201003e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.21201003e-02       1.154251e-06
      2              500       -3.21201003e-02       1.422122e-06
      5              200       -3.21201003e-02       1.708439e-06
     10              100       -3.21201003e-02       1.848679e-06
     20               50       -3.21201003e-02       1.912553e-06
     50               20       -3.21201003e-02       1.546034e-06
    100               10       -3.21201003e-02       1.643601e-06
    200                5       -3.21201003e-02       2.112711e-06
    300                3       -3.21203393e-02       1.130419e-06
    400                2       -3.21212959e-02       2.128788e-06
# Stocahstic error estimate: 1.912553e-06
#
