#
# Mean: -3.18054988e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18054988e-02       1.729823e-07
      2              500       -3.18054988e-02       2.360841e-07
      5              200       -3.18054988e-02       3.498406e-07
     10              100       -3.18054988e-02       4.499095e-07
     20               50       -3.18054988e-02       5.771475e-07
     50               20       -3.18054988e-02       6.443892e-07
    100               10       -3.18054988e-02       6.671977e-07
    200                5       -3.18054988e-02       7.584734e-07
    300                3       -3.18056099e-02       1.042349e-06
    400                2       -3.18055773e-02       1.647302e-06
# Stocahstic error estimate: 6.671977e-07
#
