#
# Mean: -1.43253428e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.43253428e-02       5.979046e-07
      2              500       -1.43253428e-02       7.489382e-07
      5              200       -1.43253428e-02       9.734523e-07
     10              100       -1.43253428e-02       1.130009e-06
     20               50       -1.43253428e-02       1.269814e-06
     50               20       -1.43253428e-02       1.165247e-06
    100               10       -1.43253428e-02       1.498303e-06
    200                5       -1.43253428e-02       1.933110e-06
    300                3       -1.43252755e-02       2.252368e-06
    400                2       -1.43252702e-02       4.877747e-07
# Stocahstic error estimate: 1.269814e-06
#
