#
# Mean: -1.49952188e-01
# Block size    # of blocks         Mean                Error
      1             1000       -1.49952188e-01       6.493184e-06
      2              500       -1.49952188e-01       8.061264e-06
      5              200       -1.49952188e-01       1.058782e-05
     10              100       -1.49952188e-01       1.207603e-05
     20               50       -1.49952188e-01       1.456544e-05
     50               20       -1.49952188e-01       1.500004e-05
    100               10       -1.49952188e-01       1.393468e-05
    200                5       -1.49952188e-01       1.501249e-05
    300                3       -1.49944454e-01       1.013189e-05
    400                2       -1.49944260e-01       2.435546e-05
# Stocahstic error estimate: 1.500004e-05
#
