#
# Mean: -4.61873785e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.61873785e-02       2.670721e-07
      2              500       -4.61873785e-02       3.618851e-07
      5              200       -4.61873785e-02       5.224312e-07
     10              100       -4.61873785e-02       6.724628e-07
     20               50       -4.61873785e-02       8.302557e-07
     50               20       -4.61873785e-02       9.806527e-07
    100               10       -4.61873785e-02       9.091401e-07
    200                5       -4.61873785e-02       1.119030e-06
    300                3       -4.61867028e-02       5.039570e-07
    400                2       -4.61864864e-02       2.288420e-07
# Stocahstic error estimate: 9.806527e-07
#
