#
# Mean: -8.52372588e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.52372588e-02       6.182236e-07
      2              500       -8.52372588e-02       8.300828e-07
      5              200       -8.52372588e-02       1.177870e-06
     10              100       -8.52372588e-02       1.460199e-06
     20               50       -8.52372588e-02       1.765534e-06
     50               20       -8.52372588e-02       1.970398e-06
    100               10       -8.52372588e-02       1.893207e-06
    200                5       -8.52372588e-02       2.537884e-06
    300                3       -8.52359892e-02       2.837369e-06
    400                2       -8.52354908e-02       1.673375e-06
# Stocahstic error estimate: 1.970398e-06
#
