#
# Mean: -1.97936348e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97936348e-02       4.450664e-08
      2              500       -1.97936348e-02       5.911863e-08
      5              200       -1.97936348e-02       8.277498e-08
     10              100       -1.97936348e-02       1.026861e-07
     20               50       -1.97936348e-02       1.243553e-07
     50               20       -1.97936348e-02       1.532247e-07
    100               10       -1.97936348e-02       2.085150e-07
    200                5       -1.97936348e-02       2.680546e-07
    300                3       -1.97936555e-02       1.767031e-07
    400                2       -1.97936958e-02       1.064629e-07
# Stocahstic error estimate: 2.680546e-07
#
