#
# Mean: -2.88380134e-03
# Block size    # of blocks         Mean                Error
      1            10000       -2.88380134e-03       1.575189e-05
      2             5000       -2.88380134e-03       1.905985e-05
      5             2000       -2.88380134e-03       2.355849e-05
     10             1000       -2.88380134e-03       2.612685e-05
     20              500       -2.88380134e-03       2.730526e-05
     50              200       -2.88380134e-03       2.879969e-05
    100              100       -2.88380134e-03       2.940128e-05
    200               50       -2.88380134e-03       3.070589e-05
    300               33       -2.88537029e-03       3.040366e-05
    400               25       -2.88380134e-03       3.321969e-05
    500               20       -2.88380134e-03       2.690145e-05
   1000               10       -2.88380134e-03       2.551280e-05
# Stocahstic error estimate: 2.730526e-05
#
