#
# Mean: -1.45069131e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.45069131e-02       3.767096e-07
      2              500       -1.45069131e-02       4.700596e-07
      5              200       -1.45069131e-02       5.975518e-07
     10              100       -1.45069131e-02       6.481218e-07
     20               50       -1.45069131e-02       7.042178e-07
     50               20       -1.45069131e-02       7.975992e-07
    100               10       -1.45069131e-02       8.290877e-07
    200                5       -1.45069131e-02       1.088569e-06
    300                3       -1.45073418e-02       1.133680e-06
    400                2       -1.45077172e-02       1.090418e-06
# Stocahstic error estimate: 8.290877e-07
#
