#
# Mean: -2.17530769e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.17530769e-02       1.073783e-07
      2              500       -2.17530769e-02       1.396500e-07
      5              200       -2.17530769e-02       1.900659e-07
     10              100       -2.17530769e-02       2.335096e-07
     20               50       -2.17530769e-02       2.627303e-07
     50               20       -2.17530769e-02       3.469603e-07
    100               10       -2.17530769e-02       3.915377e-07
    200                5       -2.17530769e-02       4.647711e-07
    300                3       -2.17531981e-02       6.561463e-07
    400                2       -2.17531612e-02       7.624850e-07
