#
# Mean: -2.55929304e-01
# Block size    # of blocks         Mean                Error
      1             1000       -2.55929304e-01       3.349225e-05
      2              500       -2.55929304e-01       3.883791e-05
      5              200       -2.55929304e-01       4.610256e-05
     10              100       -2.55929304e-01       4.901611e-05
     20               50       -2.55929304e-01       4.965275e-05
     50               20       -2.55929304e-01       5.697279e-05
    100               10       -2.55929304e-01       5.954488e-05
    200                5       -2.55929304e-01       5.659942e-05
    300                3       -2.55921338e-01       9.584685e-05
    400                2       -2.55915503e-01       1.010521e-04
# Stocahstic error estimate: 4.965275e-05
#
