#
# Mean: -3.76273497e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.76273497e-02       2.115543e-07
      2              500       -3.76273497e-02       2.759993e-07
      5              200       -3.76273497e-02       3.708106e-07
     10              100       -3.76273497e-02       4.562748e-07
     20               50       -3.76273497e-02       5.751002e-07
     50               20       -3.76273497e-02       6.186759e-07
    100               10       -3.76273497e-02       5.290325e-07
    200                5       -3.76273497e-02       4.616874e-07
    300                3       -3.76274114e-02       1.177021e-06
    400                2       -3.76273824e-02       1.077566e-06
# Stocahstic error estimate: 6.186759e-07
#
