#
# Mean: -4.64352172e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.64352172e-02       7.858720e-07
      2              500       -4.64352172e-02       9.964725e-07
      5              200       -4.64352172e-02       1.305890e-06
     10              100       -4.64352172e-02       1.486097e-06
     20               50       -4.64352172e-02       1.669387e-06
     50               20       -4.64352172e-02       1.897889e-06
    100               10       -4.64352172e-02       2.456022e-06
    200                5       -4.64352172e-02       2.172603e-06
    300                3       -4.64352568e-02       2.472707e-06
    400                2       -4.64341697e-02       1.382900e-07
# Stocahstic error estimate: 2.456022e-06
#
