#
# Mean: -1.29534098e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.29534098e-02       8.858461e-06
      2              500       -1.29534098e-02       1.120923e-05
      5              200       -1.29534098e-02       1.470700e-05
     10              100       -1.29534098e-02       1.670471e-05
     20               50       -1.29534098e-02       1.788512e-05
     50               20       -1.29534098e-02       1.717783e-05
    100               10       -1.29534098e-02       1.485571e-05
    200                5       -1.29534098e-02       1.667861e-05
    300                3       -1.29481330e-02       8.260396e-06
    400                2       -1.29423660e-02       1.185055e-06
# Stocahstic error estimate: 1.788512e-05
#
