#
# Mean: -8.44138613e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.44138613e-02       1.383353e-06
      2              500       -8.44138613e-02       1.852715e-06
      5              200       -8.44138613e-02       2.704340e-06
     10              100       -8.44138613e-02       3.551763e-06
     20               50       -8.44138613e-02       4.304605e-06
     50               20       -8.44138613e-02       5.614318e-06
    100               10       -8.44138613e-02       5.244402e-06
    200                5       -8.44138613e-02       5.169932e-06
    300                3       -8.44122300e-02       2.708143e-06
    400                2       -8.44109026e-02       1.010196e-05
# Stocahstic error estimate: 5.614318e-06
#
