#
# Mean: 5.69014826e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69014826e-01       1.801908e-05
      2              500       5.69014826e-01       2.192126e-05
      5              200       5.69014826e-01       2.654218e-05
     10              100       5.69014826e-01       2.872905e-05
     20               50       5.69014826e-01       2.648682e-05
     50               20       5.69014826e-01       3.343864e-05
    100               10       5.69014826e-01       2.660139e-05
    200                5       5.69014826e-01       2.395583e-05
    300                3       5.69023044e-01       4.502943e-05
    400                2       5.69012413e-01       3.951001e-05
# Stocahstic error estimate: 2.872905e-05
#
