#
# Mean: -8.53805407e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.53805407e-02       5.201728e-07
      2              500       -8.53805407e-02       6.855273e-07
      5              200       -8.53805407e-02       9.360967e-07
     10              100       -8.53805407e-02       1.129411e-06
     20               50       -8.53805407e-02       1.275402e-06
     50               20       -8.53805407e-02       1.300300e-06
    100               10       -8.53805407e-02       1.657217e-06
    200                5       -8.53805407e-02       1.276431e-06
    300                3       -8.53801978e-02       1.229602e-06
    400                2       -8.53806106e-02       6.682681e-07
# Stocahstic error estimate: 1.300300e-06
#
