#
# Mean: -3.18073290e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18073290e-02       1.695813e-07
      2              500       -3.18073290e-02       2.316233e-07
      5              200       -3.18073290e-02       3.454973e-07
     10              100       -3.18073290e-02       4.511775e-07
     20               50       -3.18073290e-02       5.808926e-07
     50               20       -3.18073290e-02       8.004663e-07
    100               10       -3.18073290e-02       1.106216e-06
    200                5       -3.18073290e-02       1.643569e-06
    300                3       -3.18075864e-02       2.141450e-06
    400                2       -3.18076395e-02       3.480842e-07
# Stocahstic error estimate: 2.141450e-06
#
