#
# Mean: -4.61807454e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.61807454e-02       1.983720e-07
      2              500       -4.61807454e-02       2.667735e-07
      5              200       -4.61807454e-02       3.815216e-07
     10              100       -4.61807454e-02       4.838686e-07
     20               50       -4.61807454e-02       5.908083e-07
     50               20       -4.61807454e-02       6.525795e-07
    100               10       -4.61807454e-02       4.371266e-07
    200                5       -4.61807454e-02       4.615531e-07
    300                3       -4.61807104e-02       7.473080e-07
    400                2       -4.61809654e-02       5.258853e-07
# Stocahstic error estimate: 6.525795e-07
#
