#
# Mean: -2.60849339e-01
# Block size    # of blocks         Mean                Error
      1             1000       -2.60849339e-01       2.244167e-05
      2              500       -2.60849339e-01       2.507252e-05
      5              200       -2.60849339e-01       2.811383e-05
     10              100       -2.60849339e-01       3.034866e-05
     20               50       -2.60849339e-01       3.272528e-05
     50               20       -2.60849339e-01       3.139534e-05
    100               10       -2.60849339e-01       3.719650e-05
    200                5       -2.60849339e-01       4.353937e-05
    300                3       -2.60853393e-01       2.779544e-05
    400                2       -2.60859015e-01       9.254474e-06
# Stocahstic error estimate: 3.272528e-05
#
