#
# Mean: -5.19901319e-03
# Block size    # of blocks         Mean                Error
      1             1000       -5.19901319e-03       1.382433e-08
      2              500       -5.19901319e-03       1.849909e-08
      5              200       -5.19901319e-03       2.662273e-08
     10              100       -5.19901319e-03       3.323925e-08
     20               50       -5.19901319e-03       4.247799e-08
     50               20       -5.19901319e-03       5.555293e-08
    100               10       -5.19901319e-03       6.915271e-08
    200                5       -5.19901319e-03       8.930532e-08
    300                3       -5.19900468e-03       1.377980e-07
    400                2       -5.19902004e-03       2.237839e-07
