#
# Mean: -3.22336272e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.22336272e-02       1.176248e-06
      2              500       -3.22336272e-02       1.414650e-06
      5              200       -3.22336272e-02       1.490617e-06
     10              100       -3.22336272e-02       1.664580e-06
     20               50       -3.22336272e-02       1.758529e-06
     50               20       -3.22336272e-02       1.858710e-06
    100               10       -3.22336272e-02       1.521060e-06
    200                5       -3.22336272e-02       7.512608e-07
    300                3       -3.22338544e-02       1.859099e-06
    400                2       -3.22339804e-02       1.087088e-06
# Stocahstic error estimate: 1.858710e-06
#
