#
# Mean: -8.21319246e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.21319246e-03       7.422615e-06
      2              500       -8.21319246e-03       8.914857e-06
      5              200       -8.21319246e-03       1.081003e-05
     10              100       -8.21319246e-03       1.214406e-05
     20               50       -8.21319246e-03       1.296900e-05
     50               20       -8.21319246e-03       1.183929e-05
    100               10       -8.21319246e-03       1.367883e-05
    200                5       -8.21319246e-03       2.000281e-05
    300                3       -8.22123306e-03       1.727733e-05
    400                2       -8.23012031e-03       1.778906e-05
# Stocahstic error estimate: 1.296900e-05
#
