#
# Mean: -1.97238219e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97238219e-02       8.497142e-08
      2              500       -1.97238219e-02       1.144548e-07
      5              200       -1.97238219e-02       1.636840e-07
     10              100       -1.97238219e-02       2.104930e-07
     20               50       -1.97238219e-02       2.728443e-07
     50               20       -1.97238219e-02       3.290531e-07
    100               10       -1.97238219e-02       2.818577e-07
    200                5       -1.97238219e-02       2.069582e-07
    300                3       -1.97239696e-02       2.457608e-07
    400                2       -1.97238315e-02       1.514496e-07
# Stocahstic error estimate: 3.290531e-07
#
