#
# Mean: -3.18924076e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18924076e-02       1.375304e-07
      2              500       -3.18924076e-02       1.781113e-07
      5              200       -3.18924076e-02       2.485788e-07
     10              100       -3.18924076e-02       3.239095e-07
     20               50       -3.18924076e-02       3.864182e-07
     50               20       -3.18924076e-02       5.145236e-07
    100               10       -3.18924076e-02       6.164550e-07
    200                5       -3.18924076e-02       5.811442e-07
    300                3       -3.18923947e-02       9.875440e-07
    400                2       -3.18924912e-02       1.083548e-07
# Stocahstic error estimate: 6.164550e-07
#
