#
# Mean: -3.24399787e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.24399787e-02       3.128225e-07
      2              500       -3.24399787e-02       3.990627e-07
      5              200       -3.24399787e-02       5.242116e-07
     10              100       -3.24399787e-02       6.402248e-07
     20               50       -3.24399787e-02       7.389613e-07
     50               20       -3.24399787e-02       6.042122e-07
    100               10       -3.24399787e-02       6.513079e-07
    200                5       -3.24399787e-02       7.233412e-07
    300                3       -3.24398837e-02       1.368265e-06
    400                2       -3.24399312e-02       4.934280e-07
# Stocahstic error estimate: 7.389613e-07
#
