#
# Mean: -2.43666177e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.43666177e-02       1.018832e-07
      2              500       -2.43666177e-02       1.374732e-07
      5              200       -2.43666177e-02       2.025742e-07
     10              100       -2.43666177e-02       2.691175e-07
     20               50       -2.43666177e-02       3.456394e-07
     50               20       -2.43666177e-02       4.643746e-07
    100               10       -2.43666177e-02       5.380207e-07
    200                5       -2.43666177e-02       5.291002e-07
    300                3       -2.43665416e-02       7.703964e-07
    400                2       -2.43665078e-02       4.646634e-07
# Stocahstic error estimate: 5.380207e-07
#
