#
# Mean: -2.42977492e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.42977492e-02       1.269731e-07
      2              500       -2.42977492e-02       1.729160e-07
      5              200       -2.42977492e-02       2.550123e-07
     10              100       -2.42977492e-02       3.338938e-07
     20               50       -2.42977492e-02       4.182623e-07
     50               20       -2.42977492e-02       5.075141e-07
    100               10       -2.42977492e-02       5.271111e-07
    200                5       -2.42977492e-02       4.925371e-07
    300                3       -2.42978675e-02       1.014018e-06
    400                2       -2.42975132e-02       3.503543e-07
# Stocahstic error estimate: 5.271111e-07
#
