#
# Mean: -8.23939448e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.23939448e-03       8.649638e-06
      2              500       -8.23939448e-03       9.706036e-06
      5              200       -8.23939448e-03       1.186930e-05
     10              100       -8.23939448e-03       1.201470e-05
     20               50       -8.23939448e-03       1.226084e-05
     50               20       -8.23939448e-03       1.187019e-05
    100               10       -8.23939448e-03       1.206965e-05
    200                5       -8.23939448e-03       1.476207e-05
    300                3       -8.24228171e-03       1.633064e-05
    400                2       -8.24349742e-03       8.314176e-06
# Stocahstic error estimate: 1.201470e-05
#
