#
# Mean: -3.19090758e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.19090758e-02       1.001806e-07
      2              500       -3.19090758e-02       1.324064e-07
      5              200       -3.19090758e-02       1.832531e-07
     10              100       -3.19090758e-02       2.305805e-07
     20               50       -3.19090758e-02       2.802462e-07
     50               20       -3.19090758e-02       3.387771e-07
    100               10       -3.19090758e-02       4.421148e-07
    200                5       -3.19090758e-02       4.409520e-07
    300                3       -3.19091413e-02       6.686780e-07
    400                2       -3.19093811e-02       6.359699e-07
# Stocahstic error estimate: 4.421148e-07
#
