#
# Mean: -2.43987862e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.43987862e-02       7.309305e-08
      2              500       -2.43987862e-02       9.707023e-08
      5              200       -2.43987862e-02       1.356547e-07
     10              100       -2.43987862e-02       1.714617e-07
     20               50       -2.43987862e-02       2.104799e-07
     50               20       -2.43987862e-02       2.698513e-07
    100               10       -2.43987862e-02       2.599732e-07
    200                5       -2.43987862e-02       1.966409e-07
    300                3       -2.43987431e-02       2.835176e-07
    400                2       -2.43987382e-02       3.919115e-07
# Stocahstic error estimate: 2.698513e-07
#
