#
# Mean: -7.07516200e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.07516200e-02       1.720900e-05
      2              500       -7.07516200e-02       2.170609e-05
      5              200       -7.07516200e-02       2.767871e-05
     10              100       -7.07516200e-02       3.100378e-05
     20               50       -7.07516200e-02       3.326856e-05
     50               20       -7.07516200e-02       3.320695e-05
    100               10       -7.07516200e-02       2.826310e-05
    200                5       -7.07516200e-02       2.995572e-05
    300                3       -7.07570358e-02       3.759023e-05
    400                2       -7.07522117e-02       4.890672e-05
# Stocahstic error estimate: 3.326856e-05
#
