#
# Mean: -4.61525914e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.61525914e-02       2.003359e-07
      2              500       -4.61525914e-02       2.674981e-07
      5              200       -4.61525914e-02       3.880351e-07
     10              100       -4.61525914e-02       4.812541e-07
     20               50       -4.61525914e-02       5.868405e-07
     50               20       -4.61525914e-02       6.712856e-07
    100               10       -4.61525914e-02       5.876105e-07
    200                5       -4.61525914e-02       4.814389e-07
    300                3       -4.61529232e-02       5.367321e-07
    400                2       -4.61528947e-02       3.599941e-07
# Stocahstic error estimate: 6.712856e-07
#
