#
# Mean: -1.44350159e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.44350159e-02       6.506579e-07
      2              500       -1.44350159e-02       7.993271e-07
      5              200       -1.44350159e-02       9.528714e-07
     10              100       -1.44350159e-02       1.089163e-06
     20               50       -1.44350159e-02       1.220285e-06
     50               20       -1.44350159e-02       1.320387e-06
    100               10       -1.44350159e-02       1.416187e-06
    200                5       -1.44350159e-02       1.371058e-06
    300                3       -1.44356138e-02       2.115189e-06
    400                2       -1.44354861e-02       9.555625e-07
# Stocahstic error estimate: 1.416187e-06
#
