#
# Mean: -2.44417400e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.44417400e-02       3.346645e-08
      2              500       -2.44417400e-02       4.443313e-08
      5              200       -2.44417400e-02       6.273022e-08
     10              100       -2.44417400e-02       7.643277e-08
     20               50       -2.44417400e-02       9.124920e-08
     50               20       -2.44417400e-02       9.585833e-08
    100               10       -2.44417400e-02       1.106635e-07
    200                5       -2.44417400e-02       9.040097e-08
    300                3       -2.44417026e-02       9.012385e-08
    400                2       -2.44417023e-02       7.699683e-09
# Stocahstic error estimate: 1.106635e-07
#
