#
# Mean: -3.18982696e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18982696e-02       9.572864e-08
      2              500       -3.18982696e-02       1.303967e-07
      5              200       -3.18982696e-02       1.915035e-07
     10              100       -3.18982696e-02       2.456044e-07
     20               50       -3.18982696e-02       2.889847e-07
     50               20       -3.18982696e-02       3.854234e-07
    100               10       -3.18982696e-02       4.838614e-07
    200                5       -3.18982696e-02       4.517102e-07
    300                3       -3.18982861e-02       6.130442e-07
    400                2       -3.18984701e-02       3.766701e-07
# Stocahstic error estimate: 4.838614e-07
#
