#
# Mean: -8.40678883e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.40678883e-02       5.774283e-06
      2              500       -8.40678883e-02       6.979754e-06
      5              200       -8.40678883e-02       8.633536e-06
     10              100       -8.40678883e-02       1.010291e-05
     20               50       -8.40678883e-02       1.087060e-05
     50               20       -8.40678883e-02       8.583398e-06
    100               10       -8.40678883e-02       8.847970e-06
    200                5       -8.40678883e-02       7.133966e-06
    300                3       -8.40666718e-02       1.400255e-05
    400                2       -8.40629733e-02       4.010092e-06
# Stocahstic error estimate: 1.087060e-05
#
