#
# Mean: -1.98065525e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.98065525e-02       4.259189e-08
      2              500       -1.98065525e-02       5.730701e-08
      5              200       -1.98065525e-02       8.241825e-08
     10              100       -1.98065525e-02       1.046831e-07
     20               50       -1.98065525e-02       1.249454e-07
     50               20       -1.98065525e-02       1.123766e-07
    100               10       -1.98065525e-02       1.113314e-07
    200                5       -1.98065525e-02       1.484057e-07
    300                3       -1.98065889e-02       2.139076e-07
    400                2       -1.98066519e-02       2.089060e-07
# Stocahstic error estimate: 1.249454e-07
#
