#
# Mean: -1.98220807e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.98220807e-02       2.421293e-08
      2              500       -1.98220807e-02       3.221356e-08
      5              200       -1.98220807e-02       4.555246e-08
     10              100       -1.98220807e-02       5.454612e-08
     20               50       -1.98220807e-02       6.091638e-08
     50               20       -1.98220807e-02       7.579584e-08
    100               10       -1.98220807e-02       8.369095e-08
    200                5       -1.98220807e-02       1.223012e-07
    300                3       -1.98220967e-02       9.418306e-08
    400                2       -1.98220998e-02       7.604814e-08
# Stocahstic error estimate: 1.223012e-07
#
