#
# Mean: -1.98017865e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.98017865e-02       1.947550e-07
      2              500       -1.98017865e-02       2.428565e-07
      5              200       -1.98017865e-02       3.239630e-07
     10              100       -1.98017865e-02       3.917068e-07
     20               50       -1.98017865e-02       4.597152e-07
     50               20       -1.98017865e-02       5.380162e-07
    100               10       -1.98017865e-02       5.177741e-07
    200                5       -1.98017865e-02       5.136867e-07
    300                3       -1.98018095e-02       8.555062e-07
    400                2       -1.98021263e-02       3.172207e-07
# Stocahstic error estimate: 5.380162e-07
#
