#
# Mean: -2.43537217e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.43537217e-02       1.173279e-07
      2              500       -2.43537217e-02       1.589285e-07
      5              200       -2.43537217e-02       2.310245e-07
     10              100       -2.43537217e-02       2.918319e-07
     20               50       -2.43537217e-02       3.655613e-07
     50               20       -2.43537217e-02       4.343448e-07
    100               10       -2.43537217e-02       6.033979e-07
    200                5       -2.43537217e-02       7.736820e-07
    300                3       -2.43539773e-02       9.050369e-07
    400                2       -2.43543327e-02       8.351298e-07
# Stocahstic error estimate: 9.050369e-07
#
