#
# Mean: -1.95805998e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.95805998e-02       1.481881e-07
      2              500       -1.95805998e-02       1.981362e-07
      5              200       -1.95805998e-02       2.881935e-07
     10              100       -1.95805998e-02       3.779099e-07
     20               50       -1.95805998e-02       5.054893e-07
     50               20       -1.95805998e-02       7.614427e-07
    100               10       -1.95805998e-02       1.100839e-06
    200                5       -1.95805998e-02       1.662189e-06
    300                3       -1.95800047e-02       2.288425e-06
    400                2       -1.95796022e-02       2.857983e-06
