#
# Mean: -2.22199865e-01
# Block size    # of blocks         Mean                Error
      1             1000       -2.22199865e-01       5.891858e-05
      2              500       -2.22199865e-01       7.180098e-05
      5              200       -2.22199865e-01       9.034034e-05
     10              100       -2.22199865e-01       9.761076e-05
     20               50       -2.22199865e-01       9.441667e-05
     50               20       -2.22199865e-01       9.494917e-05
    100               10       -2.22199865e-01       9.234865e-05
    200                5       -2.22199865e-01       1.205351e-04
    300                3       -2.22205750e-01       1.382974e-04
    400                2       -2.22236039e-01       1.793525e-04
# Stocahstic error estimate: 9.761076e-05
#
