#
# Mean: 5.69068026e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69068026e-01       1.727863e-05
      2              500       5.69068026e-01       2.049025e-05
      5              200       5.69068026e-01       2.429734e-05
     10              100       5.69068026e-01       2.336125e-05
     20               50       5.69068026e-01       2.442719e-05
     50               20       5.69068026e-01       2.407431e-05
    100               10       5.69068026e-01       2.325970e-05
    200                5       5.69068026e-01       3.128703e-05
    300                3       5.69057430e-01       2.016109e-05
    400                2       5.69042770e-01       1.357324e-05
# Stocahstic error estimate: 2.429734e-05
#
