#
# Mean: -7.97617158e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.97617158e-02       2.768411e-06
      2              500       -7.97617158e-02       3.311414e-06
      5              200       -7.97617158e-02       4.016286e-06
     10              100       -7.97617158e-02       4.377076e-06
     20               50       -7.97617158e-02       4.846909e-06
     50               20       -7.97617158e-02       6.141841e-06
    100               10       -7.97617158e-02       6.269346e-06
    200                5       -7.97617158e-02       7.285321e-06
    300                3       -7.97623982e-02       1.424032e-05
    400                2       -7.97601087e-02       1.437960e-05
# Stocahstic error estimate: 6.269346e-06
#
